case_id,transaction_id,order_id,payment_rail,network,normalized_category,dispute_amount_inr,currency,country,transaction_date,filing_delay_days,dispute_filed_date,is_tokenized,otp_entry_duration_sec,previous_successful_orders,previous_refunds,previous_chargebacks,total_evidence,relevant_evidence_count,required_evidence_count,contradictory_evidence_count,merchant_representment_won,bank_rrn_match,delivery_otp_verified,ip_geo_match,sim_swap_flag_48h,transaction_record_match,post_dispute_activity,representment_fee_inr,false_positive_cost_inr,false_negative_cost_inr,dataset_split
CB_IN_2026_03663,TXN_711505749966,ORD_4710851209,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,316.07,INR,IN,2026-07-08,43,2026-08-20,False,11,6,0,0,5,2,1,0,1,True,True,True,False,False,False,300,800,316.07,test
CB_IN_2026_07060,TXN_253483053505,ORD_9844153058,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,405.48,INR,IN,2026-07-06,45,2026-08-20,True,36,0,0,0,8,5,2,1,0,False,True,False,False,False,False,1200,1700,405.48,test
CB_IN_2026_05512,TXN_521276843310,ORD_9983339282,CARD,MASTERCARD,SUBSCRIPTION_CANCELED,924.06,INR,IN,2026-06-15,66,2026-08-20,True,33,6,0,0,5,2,1,0,0,False,True,True,False,True,False,1200,1700,924.06,test
CB_IN_2026_08826,TXN_749205661947,ORD_6292035398,CARD,RUPAY,REFUND_NOT_RECEIVED,2475.14,INR,IN,2026-07-29,22,2026-08-20,True,9,4,2,0,7,5,1,0,1,True,False,True,False,True,False,300,800,2475.14,test
CB_IN_2026_03429,TXN_839451823310,ORD_9722943148,CARD,RUPAY,ITEM_NOT_RECEIVED,2099.92,INR,IN,2026-06-16,65,2026-08-20,True,20,5,0,0,6,3,2,1,0,False,True,True,False,True,False,300,800,2099.92,test
CB_IN_2026_09823,TXN_503871610487,ORD_8456797173,UPI,UPI_NPCI,NOT_AS_DESCRIBED,1701.04,INR,IN,2026-05-24,88,2026-08-20,False,21,4,0,1,10,7,2,0,1,True,True,True,False,True,True,300,800,1701.04,test
CB_IN_2026_09987,TXN_832818637871,ORD_6849697803,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,1533.43,INR,IN,2026-07-16,35,2026-08-20,True,12,3,1,0,7,4,1,0,1,True,False,True,False,True,False,300,800,1533.43,test
CB_IN_2026_06575,TXN_662287609117,ORD_3900441994,CARD,VISA,INCORRECT_AMOUNT,808.41,INR,IN,2026-07-09,42,2026-08-20,False,2,8,0,0,6,4,2,2,1,True,False,True,False,True,False,1200,1700,808.41,test
CB_IN_2026_07395,TXN_908412246792,ORD_9121871845,UPI,UPI_NPCI,INCORRECT_AMOUNT,246.35,INR,IN,2026-05-30,82,2026-08-20,True,18,2,0,0,7,5,2,1,1,True,True,True,True,True,True,300,800,246.35,test
CB_IN_2026_06603,TXN_243876498318,ORD_2012616592,CARD,VISA,INCORRECT_AMOUNT,2382.58,INR,IN,2026-06-14,67,2026-08-20,True,28,5,1,0,6,3,2,1,0,True,True,False,False,False,False,1200,1700,2382.58,test
CB_IN_2026_09574,TXN_146972982229,ORD_8805556730,UPI,UPI_NPCI,REFUND_NOT_RECEIVED,571.12,INR,IN,2026-06-20,61,2026-08-20,True,41,1,0,0,5,2,1,0,0,True,False,True,False,False,False,300,800,571.12,test
CB_IN_2026_06146,TXN_795970007208,ORD_1821335003,CARD,RUPAY,DUPLICATE_TRANSACTION,3202.24,INR,IN,2026-07-26,25,2026-08-20,False,8,8,0,2,6,4,1,0,1,True,False,True,True,True,False,300,800,3202.24,test
CB_IN_2026_04293,TXN_630903472561,ORD_8873010891,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,221.11,INR,IN,2026-06-28,53,2026-08-20,True,38,0,0,0,9,5,2,0,0,True,True,False,False,True,False,1200,1700,221.11,test
CB_IN_2026_05012,TXN_283929124374,ORD_8332175196,CARD,RUPAY,INCORRECT_AMOUNT,3368.84,INR,IN,2026-06-30,51,2026-08-20,True,20,3,0,0,7,4,2,0,1,False,True,True,False,True,True,300,800,3368.84,test
CB_IN_2026_06010,TXN_784061893738,ORD_4172841118,CARD,VISA,FRAUD_UNAUTHORIZED,577.66,INR,IN,2026-07-27,24,2026-08-20,True,43,0,0,0,6,4,2,0,0,True,True,False,False,True,False,1200,1700,577.66,test
CB_IN_2026_01659,TXN_131605129998,ORD_9947040351,CARD,RUPAY,ITEM_NOT_RECEIVED,7986.93,INR,IN,2026-06-05,76,2026-08-20,True,42,0,0,1,8,5,2,0,1,True,True,False,False,True,False,300,800,7986.93,test
CB_IN_2026_02705,TXN_521564787654,ORD_8456883810,CARD,VISA,SUBSCRIPTION_CANCELED,476.07,INR,IN,2026-07-08,43,2026-08-20,False,35,2,1,0,7,4,1,0,1,True,True,False,False,False,True,1200,1700,476.07,test
CB_IN_2026_07890,TXN_581944684630,ORD_2268149750,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,4432.17,INR,IN,2026-07-20,31,2026-08-20,True,42,5,1,0,7,5,2,0,1,True,True,True,False,True,False,300,800,4432.17,test
CB_IN_2026_09455,TXN_223763382518,ORD_9043422662,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,1333.63,INR,IN,2026-07-08,43,2026-08-20,False,9,1,1,0,6,3,2,0,0,True,False,False,False,False,True,300,800,1333.63,test
CB_IN_2026_09450,TXN_947963309307,ORD_8302947369,CARD,RUPAY,ITEM_NOT_RECEIVED,6277.09,INR,IN,2026-07-15,36,2026-08-20,True,13,3,0,0,10,7,2,0,0,True,False,True,False,True,False,300,800,6277.09,test
CB_IN_2026_00803,TXN_634447493225,ORD_1552175086,CARD,RUPAY,SERVICE_NOT_PROVIDED,3102.96,INR,IN,2026-06-26,55,2026-08-20,True,16,3,0,0,5,3,1,0,0,True,False,True,False,True,False,300,800,3102.96,test
CB_IN_2026_09078,TXN_127454569021,ORD_1655704091,CARD,VISA,FRAUD_UNAUTHORIZED,949.06,INR,IN,2026-06-07,74,2026-08-20,False,9,4,1,0,9,7,2,0,1,False,False,True,False,True,True,1200,1700,949.06,test
CB_IN_2026_09332,TXN_440595398699,ORD_7534835927,CARD,RUPAY,NOT_AS_DESCRIBED,37.18,INR,IN,2026-06-24,57,2026-08-20,True,42,3,1,0,8,6,2,0,1,True,False,True,False,True,False,300,800,37.18,test
CB_IN_2026_06394,TXN_641009005494,ORD_1648186871,CARD,AMERICAN_EXPRESS,ITEM_NOT_RECEIVED,213.14,INR,IN,2026-07-03,48,2026-08-20,False,29,0,2,0,9,6,2,1,1,True,False,False,False,True,False,1200,1700,213.14,test
CB_IN_2026_00872,TXN_981302170336,ORD_8362748894,CARD,RUPAY,NOT_AS_DESCRIBED,7600.97,INR,IN,2026-07-26,25,2026-08-20,True,5,0,0,0,7,4,2,0,1,True,True,False,False,True,True,300,800,7600.97,test
CB_IN_2026_00914,TXN_984130014794,ORD_9385346224,CARD,RUPAY,SUBSCRIPTION_CANCELED,131.32,INR,IN,2026-06-27,54,2026-08-20,True,29,6,0,0,7,5,1,0,1,True,False,True,False,True,False,300,800,131.32,test
CB_IN_2026_00920,TXN_187280099834,ORD_5743143251,CARD,MASTERCARD,REFUND_NOT_RECEIVED,1180.4,INR,IN,2026-05-23,89,2026-08-20,True,19,1,0,0,7,4,1,1,1,True,False,False,False,True,False,1200,1700,1180.4,test
CB_IN_2026_06221,TXN_294381234171,ORD_5668912373,CARD,VISA,ITEM_NOT_RECEIVED,332.4,INR,IN,2026-07-23,28,2026-08-20,True,9,1,0,0,9,7,2,0,0,True,False,True,False,False,False,1200,1700,332.4,test
CB_IN_2026_08385,TXN_447267486109,ORD_3444787897,CARD,RUPAY,REFUND_NOT_RECEIVED,1049.64,INR,IN,2026-07-26,25,2026-08-20,False,30,5,1,0,8,5,1,0,1,True,True,True,False,True,False,300,800,1049.64,test
CB_IN_2026_08394,TXN_154776324885,ORD_4159944315,CARD,VISA,FRAUD_UNAUTHORIZED,1344.77,INR,IN,2026-07-24,27,2026-08-20,True,40,1,1,0,7,4,2,0,0,True,False,True,False,True,True,1200,1700,1344.77,test
CB_IN_2026_01593,TXN_462591647656,ORD_7036506115,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,658.37,INR,IN,2026-07-04,47,2026-08-20,True,6,1,0,0,8,5,2,0,1,False,True,True,False,True,False,300,800,658.37,test
CB_IN_2026_04183,TXN_535884029816,ORD_3869787049,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,345.91,INR,IN,2026-06-30,51,2026-08-20,False,6,2,0,0,7,5,2,0,0,False,False,True,False,True,True,300,800,345.91,test
CB_IN_2026_06485,TXN_899653390110,ORD_9522818831,CARD,RUPAY,RECON_SETTLEMENT_ERROR,2511.75,INR,IN,2026-07-19,32,2026-08-20,True,43,6,1,0,4,2,1,0,1,True,False,True,False,False,True,300,800,2511.75,test
CB_IN_2026_05700,TXN_841307040842,ORD_9193264665,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,971.16,INR,IN,2026-05-26,86,2026-08-20,False,30,3,0,0,7,4,2,0,0,True,True,True,False,True,False,300,800,971.16,test
CB_IN_2026_03155,TXN_398574381213,ORD_8333282066,CARD,RUPAY,FRAUD_UNAUTHORIZED,1059.8,INR,IN,2026-06-01,80,2026-08-20,True,21,5,0,0,7,3,2,1,0,True,True,True,False,True,True,300,800,1059.8,test
CB_IN_2026_08774,TXN_708187381916,ORD_6338472159,CARD,MASTERCARD,ITEM_NOT_RECEIVED,1031.38,INR,IN,2026-06-01,80,2026-08-20,False,24,6,0,0,6,3,2,1,1,True,True,True,False,True,True,1200,1700,1031.38,test
CB_IN_2026_09727,TXN_325631286238,ORD_3865955095,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,1781.27,INR,IN,2026-06-08,73,2026-08-20,True,30,0,0,0,10,6,2,0,0,True,True,False,False,True,False,300,800,1781.27,test
CB_IN_2026_04122,TXN_898335118297,ORD_4600636012,CARD,RUPAY,RECON_SETTLEMENT_ERROR,2263.24,INR,IN,2026-07-22,29,2026-08-20,True,22,6,0,0,4,2,1,0,1,True,True,True,False,True,False,300,800,2263.24,test
CB_IN_2026_04120,TXN_955940368755,ORD_5284984888,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,225.8,INR,IN,2026-06-24,57,2026-08-20,False,9,2,0,0,6,4,1,0,0,True,False,True,False,True,False,300,800,225.8,test
CB_IN_2026_03659,TXN_151561672050,ORD_2089962178,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,1808.2,INR,IN,2026-06-16,66,2026-08-21,False,41,0,0,0,11,8,2,0,0,True,False,False,False,False,False,1200,1700,1808.2,test
CB_IN_2026_07940,TXN_250922093022,ORD_5755407890,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,198.55,INR,IN,2026-07-19,33,2026-08-21,True,37,0,0,0,6,3,1,0,1,True,True,False,False,True,False,300,800,198.55,test
CB_IN_2026_07532,TXN_452151325809,ORD_2672754195,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,430.87,INR,IN,2026-06-12,70,2026-08-21,False,38,3,1,0,6,3,2,0,1,True,False,True,False,False,False,300,800,430.87,test
CB_IN_2026_04111,TXN_844966602874,ORD_4952784491,CARD,RUPAY,RECON_SETTLEMENT_ERROR,3195.93,INR,IN,2026-06-20,62,2026-08-21,True,5,0,0,1,6,4,1,0,1,False,True,False,False,False,False,300,800,3195.93,test
CB_IN_2026_06539,TXN_768579925883,ORD_1975026664,CARD,RUPAY,DUPLICATE_TRANSACTION,2029.77,INR,IN,2026-06-15,67,2026-08-21,True,8,4,1,0,4,2,1,0,1,True,True,True,True,True,False,300,800,2029.77,test
CB_IN_2026_05249,TXN_839683416608,ORD_2081461800,CARD,RUPAY,FRAUD_UNAUTHORIZED,85.18,INR,IN,2026-07-16,36,2026-08-21,True,19,0,0,0,7,5,2,1,0,True,True,False,False,True,False,300,800,85.18,test
CB_IN_2026_02531,TXN_675291393942,ORD_6030168699,CARD,VISA,RECON_SETTLEMENT_ERROR,450.96,INR,IN,2026-06-03,79,2026-08-21,False,4,2,0,0,4,2,1,0,1,True,False,True,True,True,False,1200,1700,450.96,test
CB_IN_2026_02692,TXN_888164637366,ORD_9404079037,UPI,UPI_NPCI,NOT_AS_DESCRIBED,6231.85,INR,IN,2026-07-01,51,2026-08-21,False,25,3,0,0,7,5,2,0,0,True,True,True,False,False,True,300,800,6231.85,test
CB_IN_2026_07015,TXN_970796804744,ORD_1193676021,CARD,MASTERCARD,INCORRECT_AMOUNT,1861.85,INR,IN,2026-06-18,64,2026-08-21,True,40,5,0,0,5,3,2,0,1,True,False,True,False,True,False,1200,1700,1861.85,test
CB_IN_2026_00848,TXN_234436740731,ORD_8193584067,CARD,RUPAY,SERVICE_NOT_PROVIDED,1162.03,INR,IN,2026-06-18,64,2026-08-21,True,10,1,0,0,6,3,1,0,1,False,True,False,False,True,True,300,800,1162.03,test
CB_IN_2026_09948,TXN_668568732593,ORD_4019679471,CARD,RUPAY,NOT_AS_DESCRIBED,1804.75,INR,IN,2026-06-13,69,2026-08-21,True,13,5,1,0,5,3,2,0,0,False,True,False,True,True,False,300,800,1804.75,test
CB_IN_2026_06768,TXN_837773640998,ORD_4826318819,CARD,MASTERCARD,REFUND_NOT_RECEIVED,3503.88,INR,IN,2026-07-28,24,2026-08-21,True,21,5,0,0,7,4,1,1,1,True,False,True,False,True,False,1200,1700,3503.88,test
CB_IN_2026_05852,TXN_121327661906,ORD_8248325767,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,853.89,INR,IN,2026-06-16,66,2026-08-21,True,28,0,0,0,10,6,2,0,0,True,True,False,False,True,False,1200,1700,853.89,test
CB_IN_2026_07296,TXN_718349124928,ORD_4862149307,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,229.99,INR,IN,2026-07-15,37,2026-08-21,True,31,4,0,0,5,2,1,0,1,False,True,True,False,False,True,300,800,229.99,test
CB_IN_2026_09903,TXN_551255320525,ORD_2879878081,CARD,RUPAY,FRAUD_UNAUTHORIZED,16515.66,INR,IN,2026-06-10,72,2026-08-21,True,34,6,1,0,7,5,2,0,1,True,False,True,False,True,False,300,800,16515.66,test
CB_IN_2026_09428,TXN_719800375104,ORD_4424654712,CARD,RUPAY,ITEM_NOT_RECEIVED,755.53,INR,IN,2026-07-06,46,2026-08-21,True,7,2,1,0,8,6,2,1,0,True,False,True,False,True,False,300,800,755.53,test
CB_IN_2026_00036,TXN_216929354801,ORD_9069327665,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,709.65,INR,IN,2026-07-11,41,2026-08-21,True,23,8,1,0,8,5,1,0,1,False,True,True,False,True,False,300,800,709.65,test
CB_IN_2026_04240,TXN_804711551911,ORD_1509536841,CARD,RUPAY,DUPLICATE_TRANSACTION,542.68,INR,IN,2026-07-02,50,2026-08-21,True,6,1,0,1,5,2,1,0,0,True,False,True,False,True,True,300,800,542.68,test
CB_IN_2026_06909,TXN_433294727442,ORD_7504416153,CARD,RUPAY,FRAUD_UNAUTHORIZED,415.73,INR,IN,2026-05-24,89,2026-08-21,True,26,2,0,0,10,7,2,0,0,True,True,False,True,False,True,300,800,415.73,test
CB_IN_2026_08730,TXN_301018507312,ORD_9076027932,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,2323.31,INR,IN,2026-05-26,87,2026-08-21,False,42,2,0,0,5,2,1,0,1,True,False,True,False,True,False,300,800,2323.31,test
CB_IN_2026_08683,TXN_878964945692,ORD_5593184599,CARD,RUPAY,FRAUD_UNAUTHORIZED,1453.74,INR,IN,2026-07-12,40,2026-08-21,True,28,2,0,0,7,5,2,0,0,False,True,False,True,True,True,300,800,1453.74,test
CB_IN_2026_03406,TXN_564309006619,ORD_2568339259,CARD,MASTERCARD,RECON_SETTLEMENT_ERROR,3651.63,INR,IN,2026-05-31,82,2026-08-21,True,30,0,1,0,7,4,1,1,1,True,True,False,False,True,False,1200,1700,3651.63,test
CB_IN_2026_04136,TXN_552741224344,ORD_6375302240,CARD,VISA,ITEM_NOT_RECEIVED,1647.43,INR,IN,2026-06-01,81,2026-08-21,True,8,3,0,1,8,6,2,1,1,True,True,True,False,True,False,1200,1700,1647.43,test
CB_IN_2026_07713,TXN_312194055676,ORD_5597698536,CARD,RUPAY,NOT_AS_DESCRIBED,2931.34,INR,IN,2026-07-19,33,2026-08-21,True,35,1,0,0,10,7,2,0,0,True,True,True,False,True,True,300,800,2931.34,test
CB_IN_2026_00015,TXN_304514849606,ORD_1928484934,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,3502.64,INR,IN,2026-06-28,54,2026-08-21,True,16,0,2,0,8,6,2,0,0,True,True,True,False,True,False,300,800,3502.64,test
CB_IN_2026_02148,TXN_793081646342,ORD_2773255990,CARD,RUPAY,FRAUD_UNAUTHORIZED,192.67,INR,IN,2026-07-07,45,2026-08-21,True,14,5,0,0,8,5,2,1,0,True,False,True,False,True,False,300,800,192.67,test
CB_IN_2026_04682,TXN_784064603389,ORD_9416536213,CARD,MASTERCARD,REFUND_NOT_RECEIVED,2037.26,INR,IN,2026-07-26,26,2026-08-21,False,14,2,1,0,7,5,1,0,0,True,True,True,False,False,True,1200,1700,2037.26,test
CB_IN_2026_05627,TXN_791857029161,ORD_6623723896,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,513.49,INR,IN,2026-07-11,41,2026-08-21,True,7,3,1,0,5,3,1,0,1,False,True,True,False,True,True,300,800,513.49,test
CB_IN_2026_05925,TXN_252370253817,ORD_8764984445,CARD,VISA,SUBSCRIPTION_CANCELED,439.41,INR,IN,2026-06-28,55,2026-08-22,True,36,1,1,0,6,4,1,0,1,True,True,False,False,True,False,1200,1700,439.41,test
CB_IN_2026_09291,TXN_879572447551,ORD_8671288221,CARD,RUPAY,INCORRECT_AMOUNT,823.57,INR,IN,2026-07-05,48,2026-08-22,True,15,3,1,0,7,4,2,1,0,True,False,True,False,False,True,300,800,823.57,test
CB_IN_2026_09943,TXN_615741018875,ORD_4033690452,CARD,RUPAY,DUPLICATE_TRANSACTION,193.07,INR,IN,2026-07-18,35,2026-08-22,True,6,2,2,1,6,3,1,0,1,False,True,True,False,True,False,300,800,193.07,test
CB_IN_2026_09135,TXN_725897309689,ORD_8131769285,CARD,RUPAY,RECON_SETTLEMENT_ERROR,337.55,INR,IN,2026-06-19,64,2026-08-22,True,11,5,1,0,7,4,1,0,0,False,False,True,False,True,True,300,800,337.55,test
CB_IN_2026_01527,TXN_530564433478,ORD_7512499700,UPI,UPI_NPCI,DUPLICATE_TRANSACTION,7024.57,INR,IN,2026-05-25,89,2026-08-22,True,34,4,1,0,7,5,1,1,1,True,False,False,False,True,True,300,800,7024.57,test
CB_IN_2026_06944,TXN_444366345686,ORD_9457608463,CARD,RUPAY,FRAUD_UNAUTHORIZED,5621.27,INR,IN,2026-06-23,60,2026-08-22,False,17,3,0,0,7,4,2,1,0,True,True,True,False,True,True,300,800,5621.27,test
CB_IN_2026_01515,TXN_345327847674,ORD_4179039294,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,221.49,INR,IN,2026-06-18,65,2026-08-22,True,26,0,0,0,5,3,1,0,1,True,True,False,False,False,False,300,800,221.49,test
CB_IN_2026_00919,TXN_597608428658,ORD_1009343414,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,2407.32,INR,IN,2026-06-27,56,2026-08-22,True,14,1,0,0,7,5,2,0,0,True,True,False,False,True,False,300,800,2407.32,test
CB_IN_2026_07425,TXN_268053311817,ORD_9362843153,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,882.24,INR,IN,2026-06-13,70,2026-08-22,True,13,0,0,0,10,7,2,0,0,True,True,False,False,True,False,300,800,882.24,test
CB_IN_2026_03209,TXN_185818107864,ORD_9133720514,CARD,RUPAY,SUBSCRIPTION_CANCELED,233.36,INR,IN,2026-07-29,24,2026-08-22,False,26,6,1,0,6,3,1,0,1,True,False,True,False,True,True,300,800,233.36,test
CB_IN_2026_05900,TXN_849920534921,ORD_2237802569,CARD,RUPAY,ITEM_NOT_RECEIVED,876.61,INR,IN,2026-07-11,42,2026-08-22,True,22,2,0,0,9,7,2,0,1,True,True,True,False,False,False,300,800,876.61,test
CB_IN_2026_01057,TXN_282270167131,ORD_3306581222,CARD,RUPAY,SERVICE_NOT_PROVIDED,2765.17,INR,IN,2026-06-14,69,2026-08-22,True,2,1,0,0,7,4,1,0,0,True,True,True,False,True,False,300,800,2765.17,test
CB_IN_2026_05698,TXN_868679871968,ORD_6575558994,CARD,AMERICAN_EXPRESS,RECON_SETTLEMENT_ERROR,3000.61,INR,IN,2026-07-01,52,2026-08-22,True,5,2,0,1,4,2,1,0,1,True,True,True,False,False,True,1200,1700,3000.61,test
CB_IN_2026_08734,TXN_786868818468,ORD_9312488513,UPI,UPI_NPCI,NOT_AS_DESCRIBED,579.38,INR,IN,2026-07-19,34,2026-08-22,False,15,3,1,0,5,3,2,1,0,True,True,True,False,False,False,300,800,579.38,test
CB_IN_2026_06544,TXN_332951426366,ORD_9346631444,CARD,RUPAY,RECON_SETTLEMENT_ERROR,1821.93,INR,IN,2026-07-08,45,2026-08-22,True,44,2,0,0,6,4,1,0,1,True,True,True,False,True,True,300,800,1821.93,test
CB_IN_2026_00216,TXN_217951976401,ORD_7241679758,UPI,UPI_NPCI,RECON_SETTLEMENT_ERROR,757.04,INR,IN,2026-06-23,60,2026-08-22,True,23,4,0,0,6,4,1,0,1,True,True,True,False,True,False,300,800,757.04,test
CB_IN_2026_07626,TXN_952928489318,ORD_4713681385,CARD,MASTERCARD,RECON_SETTLEMENT_ERROR,3318.94,INR,IN,2026-07-12,41,2026-08-22,False,19,5,0,0,6,3,1,0,1,True,False,True,False,True,True,1200,1700,3318.94,test
CB_IN_2026_09681,TXN_125005686316,ORD_8978371742,UPI,UPI_NPCI,FRAUD_UNAUTHORIZED,364.78,INR,IN,2026-07-28,25,2026-08-22,True,4,6,2,0,12,8,2,0,0,True,False,True,False,True,False,300,800,364.78,test
CB_IN_2026_02901,TXN_938118995631,ORD_7525010922,CARD,VISA,FRAUD_UNAUTHORIZED,1187.7,INR,IN,2026-07-16,37,2026-08-22,True,32,6,0,0,12,8,2,0,0,True,True,True,True,True,False,1200,1700,1187.7,test
CB_IN_2026_05328,TXN_493991530358,ORD_6196178881,CARD,RUPAY,INCORRECT_AMOUNT,482.24,INR,IN,2026-07-21,32,2026-08-22,False,8,4,1,0,6,4,2,0,1,True,False,True,False,True,False,300,800,482.24,test
CB_IN_2026_07706,TXN_262857354473,ORD_5899622441,CARD,RUPAY,REFUND_NOT_RECEIVED,596.89,INR,IN,2026-07-07,46,2026-08-22,True,3,5,0,0,5,2,1,0,1,False,True,True,False,True,False,300,800,596.89,test
CB_IN_2026_09839,TXN_968605175465,ORD_3914407903,CARD,VISA,SUBSCRIPTION_CANCELED,73.35,INR,IN,2026-06-03,80,2026-08-22,False,11,6,0,0,7,5,1,0,0,True,True,True,False,True,False,1200,1700,73.35,test
CB_IN_2026_07717,TXN_847792795510,ORD_6065021718,CARD,MASTERCARD,ITEM_NOT_RECEIVED,2207.6,INR,IN,2026-07-13,40,2026-08-22,True,30,3,0,0,9,6,2,0,1,True,True,True,False,True,True,1200,1700,2207.6,test
CB_IN_2026_02804,TXN_207121734983,ORD_6721877159,CARD,RUPAY,DUPLICATE_TRANSACTION,874.65,INR,IN,2026-07-04,49,2026-08-22,True,26,8,2,0,4,2,1,0,1,False,True,True,False,True,False,300,800,874.65,test
CB_IN_2026_01629,TXN_469043908223,ORD_7039612892,CARD,RUPAY,ITEM_NOT_RECEIVED,875.58,INR,IN,2026-06-16,67,2026-08-22,True,38,4,0,1,6,3,2,0,0,False,False,True,False,True,True,300,800,875.58,test
CB_IN_2026_02401,TXN_813043753453,ORD_8126564571,UPI,UPI_NPCI,NOT_AS_DESCRIBED,5569.46,INR,IN,2026-05-29,85,2026-08-22,True,36,1,0,0,9,7,2,1,1,True,True,True,False,True,True,300,800,5569.46,test
CB_IN_2026_04778,TXN_348098890408,ORD_9262173003,UPI,UPI_NPCI,ITEM_NOT_RECEIVED,1019.39,INR,IN,2026-07-20,33,2026-08-22,True,4,2,0,0,9,6,2,0,1,True,True,False,False,True,False,300,800,1019.39,test
CB_IN_2026_09502,TXN_668030378367,ORD_6241863048,CARD,RUPAY,RECON_SETTLEMENT_ERROR,639.18,INR,IN,2026-06-27,56,2026-08-22,True,7,2,0,0,4,2,1,0,1,True,True,True,True,True,True,300,800,639.18,test
CB_IN_2026_05819,TXN_469045461966,ORD_7550196774,CARD,RUPAY,FRAUD_UNAUTHORIZED,165.59,INR,IN,2026-07-15,38,2026-08-22,True,25,1,2,0,10,6,2,0,0,True,False,False,False,False,False,300,800,165.59,test
CB_IN_2026_00584,TXN_925603905296,ORD_4880240707,CARD,RUPAY,NOT_AS_DESCRIBED,405.95,INR,IN,2026-07-12,41,2026-08-22,True,6,2,0,0,7,5,2,0,0,True,False,True,False,True,True,300,800,405.95,test
CB_IN_2026_02462,TXN_181367270624,ORD_2129533291,CARD,RUPAY,INCORRECT_AMOUNT,801.88,INR,IN,2026-07-26,27,2026-08-22,False,26,4,0,0,6,3,2,0,1,True,True,True,False,True,True,300,800,801.88,test
CB_IN_2026_03156,TXN_163210033798,ORD_4734079458,CARD,MASTERCARD,FRAUD_UNAUTHORIZED,1006.13,INR,IN,2026-07-14,39,2026-08-22,True,33,0,1,0,8,4,2,0,0,True,True,False,False,True,False,1200,1700,1006.13,test
CB_IN_2026_04033,TXN_591525544060,ORD_5296855783,CARD,AMERICAN_EXPRESS,FRAUD_UNAUTHORIZED,1227.67,INR,IN,2026-06-29,54,2026-08-22,True,19,0,0,0,10,6,2,0,0,True,True,False,False,True,False,1200,1700,1227.67,test
CB_IN_2026_02499,TXN_548740034552,ORD_2962562360,CARD,RUPAY,DUPLICATE_TRANSACTION,16122.29,INR,IN,2026-06-28,55,2026-08-22,False,3,0,1,0,8,5,1,0,0,False,False,False,False,False,False,300,800,16122.29,test
CB_IN_2026_09812,TXN_666643444566,ORD_6677282491,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,162.83,INR,IN,2026-06-30,54,2026-08-23,False,29,6,1,0,4,2,1,0,0,True,True,True,True,True,True,300,800,162.83,test
CB_IN_2026_04962,TXN_537722580939,ORD_1496600601,UPI,UPI_NPCI,SUBSCRIPTION_CANCELED,921.35,INR,IN,2026-07-08,46,2026-08-23,True,24,1,1,1,4,2,1,0,0,True,False,True,False,True,False,300,800,921.35,test
CB_IN_2026_01138,TXN_146277239101,ORD_5311306466,CARD,RUPAY,RECON_SETTLEMENT_ERROR,140.04,INR,IN,2026-07-15,39,2026-08-23,False,16,1,0,1,5,3,1,1,1,True,True,False,True,True,False,300,800,140.04,test
CB_IN_2026_09788,TXN_294704929122,ORD_7688041426,CARD,RUPAY,SUBSCRIPTION_CANCELED,98.85,INR,IN,2026-07-26,28,2026-08-23,True,18,2,1,0,7,4,1,0,1,False,True,True,False,True,False,300,800,98.85,test
CB_IN_2026_09244,TXN_436603157307,ORD_6391640794,CARD,RUPAY,INCORRECT_AMOUNT,483.54,INR,IN,2026-07-09,45,2026-08-23,True,28,3,0,0,7,4,2,0,1,True,True,True,False,True,False,300,800,483.54,test
CB_IN_2026_05817,TXN_281716496678,ORD_4769507799,CARD,RUPAY,SERVICE_NOT_PROVIDED,563.36,INR,IN,2026-05-28,87,2026-08-23,True,9,4,2,0,6,3,1,0,1,True,False,True,False,True,True,300,800,563.36,test
CB_IN_2026_09199,TXN_549125327604,ORD_4362724748,CARD,RUPAY,FRAUD_UNAUTHORIZED,691.72,INR,IN,2026-05-30,85,2026-08-23,True,23,4,1,0,10,6,2,0,0,False,False,False,False,True,False,300,800,691.72,test
